sentence_idx,word,tag
599,Recorder,O
599,File,O
599,Index,O
599,is,O
599,15,O
600,Remote,O
600,controller,O
600,assisted,O
600,takeoff,O
600,initiated,O
601,Data,O
601,Recorder,O
601,File,O
601,Index,O
601,is,O
601,15,O
602,Home,B-PAR
602,Point,I-PAR
602,Updated,O
603,Home,B-PAR
603,Point,I-PAR
603,recorded,B-ACT
604,Remote,O
604,controller,B-CMP
604,assisted,O
604,takeoff,O
604,initiated,O
605,SD,B-CMP
605,card,I-CMP
605,write,O
605,speed,O
605,is,O
605,too,O
605,slow,O
605,Not,O
605,suitable,O
605,for,O
605,shooting,O
605,a,O
605,4K,O
605,video,O
606,High,O
606,wind,B-ISS
606,velocity,I-ISS
606,Fly,O
606,with,O
606,caution,O
607,High,O
607,wind,B-ISS
607,velocity,I-ISS
607,Fly,O
607,with,O
607,caution,O
608,High,O
608,wind,B-ISS
608,velocity,I-ISS
608,Fly,O
608,with,O
608,caution,O
609,High,O
609,wind,B-ISS
609,velocity,I-ISS
609,Fly,O
609,with,O
609,caution,O
610,High,O
610,wind,B-ISS
610,velocity,I-ISS
610,Fly,O
610,with,O
610,caution,O
611,High,O
611,wind,B-ISS
611,velocity,I-ISS
611,Fly,O
611,with,O
611,caution,O
612,High,O
612,wind,B-ISS
612,velocity,I-ISS
612,Fly,O
612,with,O
612,caution,O
613,Taking,B-ACT
613,Off,I-ACT
614,Taking,B-ACT
614,Off,I-ACT
615,Home,B-PAR
615,Point,I-PAR
615,Recorded,B-ACT
615,RTH,B-PAR
615,Altitude,I-PAR
615,30m,O
616,Tap,O
616,the,O
616,screen,O
616,lightly,O
616,to,O
616,focus,O
617,Max,B-ISS
617,Flight,I-ISS
617,Distance,I-ISS
617,Reached,O
617,Adjust,O
617,in,O
617,Main,O
617,Controller,B-CMP
617,Settings,B-FNC
617,if,O
617,necessary,O
618,Max,B-ISS
618,Flight,I-ISS
618,Distance,I-ISS
618,Reached,O
618,Adjust,O
618,in,O
618,Main,O
618,Controller,B-CMP
618,Settings,B-FNC
618,if,O
618,necessary,O
619,Max,B-ISS
619,Flight,I-ISS
619,Distance,I-ISS
619,Reached,O
619,Adjust,O
619,in,O
619,Main,O
619,Controller,B-CMP
619,Settings,B-FNC
619,if,O
619,necessary,O
620,Max,B-ISS
620,Flight,I-ISS
620,Distance,I-ISS
620,Reached,O
620,Adjust,O
620,in,O
620,Main,O
620,Controller,B-CMP
620,Settings,B-FNC
620,if,O
620,necessary,O
621,Landing,B-ACT
622,Obstacle,B-FNC
622,Avoidance,I-FNC
622,will,O
622,be,O
622,disabled,O
622,in,O
622,landing,B-ACT
623,Landing,B-ACT
623,Canceled,O
624,Max,B-ISS
624,Flight,I-ISS
624,Distance,I-ISS
624,Reached,O
624,Adjust,O
624,in,O
624,Main,O
624,Controller,B-CMP
624,Settings,B-FNC
624,if,O
624,necessary,O
625,Obstacle,B-FNC
625,Avoidance,I-FNC
625,will,O
625,be,O
625,disabled,O
625,in,O
625,landing,B-ACT
626,Taking,B-ACT
626,Off,I-ACT
627,Taking,B-ACT
627,Off,I-ACT
628,Home,B-PAR
628,Point,I-PAR
628,Recorded,B-ACT
628,RTH,B-PAR
628,Altitude,I-PAR
628,30m,O
629,Landing,B-ACT
630,Obstacle,B-FNC
630,Avoidance,I-FNC
630,will,O
630,be,O
630,disabled,O
630,in,O
630,landing,B-ACT
631,Ground,O
631,Plain,O
631,Safe,O
631,to,O
631,Land,O
632,Taking,B-ACT
632,Off,I-ACT
633,Taking,B-ACT
633,Off,I-ACT
634,Home,B-PAR
634,Point,I-PAR
634,Recorded,B-ACT
634,RTH,B-PAR
634,Altitude,I-PAR
634,30m,O
635,Aircraft,B-CMP
635,is,O
635,returning,O
635,to,O
635,the,O
635,Home,B-PAR
635,Point,I-PAR
635,Minimum,O
635,RTH,B-PAR
635,Altitude,I-PAR
635,is,O
635,98ft,O
635,You,O
635,can,O
635,reset,O
635,the,O
635,RTH,B-PAR
635,Altitude,I-PAR
635,in,O
635,Remote,O
635,Controller,B-CMP
635,Settings,B-FNC
635,after,O
635,cancelling,O
635,RTH,B-ACT
636,Obstacle,B-FNC
636,Avoidance,I-FNC
636,will,O
636,be,O
636,disabled,O
636,in,O
636,landing,B-ACT
637,Locating,O
637,Landing,B-ACT
637,Point,O
638,Landing,B-ACT
638,Canceled,O
639,Forward,O
639,Obstacle,B-FNC
639,Sensing,I-FNC
639,not,O
639,Responding,O
640,Obstacle,B-FNC
640,Avoidance,I-FNC
640,will,O
640,be,O
640,disabled,O
640,in,O
640,landing,B-ACT
641,Taking,B-ACT
641,Off,I-ACT
642,Taking,B-ACT
642,Off,I-ACT
643,Home,B-PAR
643,Point,I-PAR
643,Recorded,B-ACT
643,RTH,B-PAR
643,Altitude,I-PAR
643,30m,O
644,Tap,O
644,the,O
644,screen,O
644,lightly,O
644,to,O
644,focus,O
645,In,B-STE
645,Flight,I-STE
646,In,B-STE
646,Flight,I-STE
647,Compass,B-CMP
647,Redundancy,O
647,Switch,O
648,Tap,O
648,the,O
648,screen,O
648,lightly,O
648,to,O
648,focus,O
649,Tap,O
649,the,O
649,screen,O
649,lightly,O
649,to,O
649,focus,O
650,Aircraft,B-CMP
650,is,O
650,returning,O
650,to,O
650,the,O
650,Home,B-PAR
650,Point,I-PAR
650,Minimum,O
650,RTH,B-PAR
650,Altitude,I-PAR
650,is30m,O
650,You,O
650,can,O
650,reset,O
650,the,O
650,RTH,B-PAR
650,Altitude,I-PAR
650,in,O
650,Remote,O
650,Controller,B-CMP
650,Settings,B-FNC
650,after,O
650,cancelling,O
650,RTH,B-ACT
651,Obstacle,B-FNC
651,Avoidance,I-FNC
651,will,O
651,be,O
651,disabled,O
651,in,O
651,landing,B-ACT
652,Locating,O
652,Landing,B-ACT
652,Point,O
653,Ground,O
653,Plain,O
653,Safe,O
653,to,O
653,Land,O
654,Data,O
654,Recorder,O
654,File,O
654,Index,O
654,is,O
654,57,O
655,Home,B-PAR
655,Point,I-PAR
655,Updated,O
656,Maximum,B-ISS
656,flight,I-ISS
656,distance,I-ISS
656,reached,O
656,Adjust,O
656,the,O
656,distance,O
656,in,O
656,MC,O
656,Settings,B-FNC
656,if,O
656,required,O
657,Weak,B-ISS
657,signal,I-ISS
657,Avoid,O
657,blocking,O
657,the,O
657,antennas,B-CMP
657,and,O
657,keep,O
657,the,O
657,antennas,B-CMP
657,parallel,O
657,to,O
657,and,O
657,facing,O
657,toward,O
657,the,O
657,aircraft,B-CMP
657,during,O
657,flight,O
658,High,O
658,wind,B-ISS
658,velocity,I-ISS
658,Ensure,O
658,the,O
658,aircraft,B-CMP
658,remains,O
658,within,O
658,your,O
658,line,O
658,of,O
658,sight,O
658,and,O
658,fly,O
658,with,O
658,caution,O
659,Maximum,B-ISS
659,flight,I-ISS
659,distance,I-ISS
659,reached,O
659,Adjust,O
659,the,O
659,distance,O
659,in,O
659,MC,O
659,Settings,B-FNC
659,if,O
659,required,O
660,High,O
660,wind,B-ISS
660,velocity,I-ISS
660,Ensure,O
660,the,O
660,aircraft,B-CMP
660,remains,O
660,within,O
660,your,O
660,line,O
660,of,O
660,sight,O
660,and,O
660,fly,O
660,with,O
660,caution,O
661,Obstacle,B-FNC
661,Sensing,I-FNC
661,will,O
661,be,O
661,disabled,O
661,when,O
661,aircraft,B-CMP
661,is,O
661,landing,B-ACT
661,Fly,O
661,with,O
661,caution,O
662,Data,O
662,Recorder,O
662,File,O
662,Index,O
662,is,O
662,45,O
663,Home,B-PAR
663,Point,I-PAR
663,Updated,O
664,Tap,O
664,the,O
664,screen,O
664,to,O
664,focus,O
665,Downlink,B-CMP
665,Lost,O
666,Obstacle,B-FNC
666,Sensing,I-FNC
666,will,O
666,be,O
666,disabled,O
666,when,O
666,aircraft,B-CMP
666,is,O
666,landing,B-ACT
666,Fly,O
666,with,O
666,caution,O
667,Taking,B-ACT
667,Off,I-ACT
668,Taking,B-ACT
668,Off,I-ACT
669,Home,B-PAR
669,Point,I-PAR
669,Recorded,B-ACT
669,RTH,B-PAR
669,Altitude,I-PAR
669,30m,O
670,Tap,O
670,the,O
670,screen,O
670,lightly,O
670,to,O
670,focus,O
671,Obstacle,O
671,Avoided,B-ACT
671,Revise,O
671,Flight,O
671,Route,O
672,Obstacle,B-FNC
672,Avoidance,I-FNC
672,will,O
672,be,O
672,disabled,O
672,in,O
672,landing,B-ACT
